RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5361,15661349,Perkins,633,France,Male,35,10,0.0,2,True,False,65675.46875,False
9507,15661380,Walker,682,France,Male,69,6,0.0,2,False,True,149604.1875,False
7943,15661409,Shen,542,France,Female,42,1,0.0,1,True,True,178256.578125,True
7119,15661412,Wardell,715,France,Male,32,8,175307.3125,1,True,False,187051.234375,False
6908,15661433,Zetticci,519,France,Male,34,5,0.0,1,True,False,68479.6015625,False
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,True,False,195259.3125,True
19,15661507,Muldrow,587,Spain,Male,45,6,0.0,1,False,False,158684.8125,False
754,15661526,Anderson,815,Germany,Male,37,2,110777.2578125,2,True,False,2383.590087890625,False
1641,15661528,Ashbolt,583,Spain,Male,47,5,102562.2265625,1,True,False,92708.1015625,False
4595,15661532,Butusov,650,France,Female,31,1,160566.109375,2,False,False,27073.810546875,False
4933,15661548,Ferri,683,France,Female,29,0,157829.125,1,False,False,129891.65625,False
6361,15661591,Panicucci,413,Germany,Male,39,1,130969.7734375,2,True,True,158891.796875,False
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.3984375,1,True,False,81491.703125,True
358,15661629,Ricci,522,Spain,Male,34,9,126436.2890625,1,True,False,174248.515625,True
8100,15661656,Onwumelu,633,France,Male,38,2,91902.5625,2,True,True,107673.3515625,False
119,15661670,Chidozie,524,Germany,Female,31,8,107818.6328125,1,True,False,199725.390625,True
9530,15661708,She,508,France,Female,41,5,0.0,2,True,True,94170.84375,False
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78125,1,False,True,94433.078125,True
2436,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,True,False,71178.09375,False
8906,15661745,Browne,557,France,Male,36,3,0.0,1,False,True,144078.015625,False
2428,15661821,Johnstone,798,Germany,Female,49,5,132571.671875,1,True,True,31686.330078125,True
8743,15661827,Brown,693,Spain,Female,45,4,0.0,2,True,True,26589.560546875,False
8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,True,True,59816.41015625,False
3659,15661903,Hsia,699,France,Female,43,3,80764.03125,1,True,False,199378.578125,True
3451,15661936,Chikelu,513,France,Male,40,3,141004.453125,1,True,False,105028.4609375,False
5610,15661945,Nicolay,623,Spain,Female,40,4,0.0,3,True,False,31669.1796875,False
2509,15661974,Pirozzi,677,France,Male,46,2,57037.73828125,1,True,True,158531.015625,False
6647,15662021,Lucciano,685,Spain,Female,42,2,0.0,2,False,False,199992.484375,False
3440,15662063,McIver,746,France,Male,36,7,142400.765625,1,True,True,193438.6875,False
3090,15662067,Summers,743,France,Male,40,8,68155.59375,1,True,False,94876.6484375,False
78,15662085,Read,678,France,Female,32,9,0.0,1,True,True,148210.640625,False
3872,15662091,Adams,570,Spain,Male,21,7,116099.8203125,1,True,True,148087.625,False
2739,15662098,Palmer,650,Spain,Male,41,3,128808.6484375,3,False,False,113677.53125,True
938,15662100,Hsu,850,Germany,Female,44,5,128605.3203125,1,False,True,171096.203125,False
2171,15662151,Gould,554,France,Male,40,4,0.0,1,False,True,168780.046875,False
7188,15662152,Trevisan,552,France,Female,38,9,134105.015625,1,False,False,57850.1015625,False
7265,15662189,Durant,434,Spain,Male,33,3,0.0,1,True,True,2739.7099609375,False
4295,15662203,Bremer,579,Germany,Female,42,3,137560.375,2,True,True,85424.34375,False
5642,15662232,Learmonth,675,Germany,Male,42,2,92616.640625,2,True,False,8567.1796875,False
4810,15662238,Davis,822,France,Male,37,3,105563.0,1,True,False,182624.9375,False
6817,15662243,Taylor,559,France,Male,50,5,162702.34375,1,False,False,150548.5,True
5418,15662245,Pomeroy,588,France,Male,32,1,0.0,2,True,True,8763.8701171875,False
5212,15662263,Castillo,749,Germany,Male,22,4,94762.15625,2,True,True,42241.5390625,False
1266,15662291,Davidson,534,France,Female,55,8,116973.2578125,3,True,False,122066.5,True
1309,15662294,Bennett,710,France,Male,33,10,118327.171875,2,True,True,192928.8125,False
9639,15662337,Baldwin,744,Germany,Female,50,1,121498.109375,2,False,True,106061.46875,True
670,15662397,Small,640,France,Female,42,5,176099.125,1,True,True,8404.73046875,False
497,15662403,Kryukova,622,France,Female,32,6,169089.375,2,True,False,101057.953125,False
5348,15662426,Tang,649,Spain,Male,32,1,0.0,1,False,True,91167.1875,True
2859,15662434,Zhdanova,607,France,Male,25,3,0.0,2,False,False,187048.71875,False
8837,15662483,Ko,850,France,Male,43,7,0.0,2,True,True,173851.109375,False
6115,15662488,Udegbunam,627,France,Female,44,5,0.0,2,True,False,82969.609375,True
9727,15662494,Goliwe,773,Spain,Male,43,7,138150.5625,1,True,True,177357.15625,False
5142,15662500,Ts'ao,774,Spain,Male,32,9,0.0,2,True,False,10604.48046875,False
8949,15662501,Ebelechukwu,583,France,Male,48,3,91246.53125,1,True,False,60017.4609375,True
4153,15662532,Holmes,757,Germany,Male,31,8,149085.90625,2,True,True,197077.359375,False
3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,True,False,153229.1875,False
6885,15662571,Maclean,639,France,Male,35,8,0.0,2,True,False,170483.90625,False
6220,15662574,Brady,636,Spain,Male,37,1,115137.2578125,1,True,False,52484.01171875,False
3689,15662578,Dettmann,679,Germany,Male,35,1,110245.1328125,1,True,True,178291.09375,False
4413,15662626,Feng,666,France,Female,40,2,0.0,2,False,False,36371.26953125,False
6888,15662641,Amadi,850,France,Male,19,8,0.0,1,True,True,68569.890625,False
4924,15662658,Grieve,651,Germany,Male,34,2,90355.1171875,2,False,False,193597.9375,False
5693,15662662,Duigan,573,France,Female,30,6,0.0,2,True,False,66190.2109375,False
9757,15662698,Ko,648,Spain,Female,43,7,81153.8203125,1,True,True,144532.84375,True
317,15662736,Doyle,559,France,Male,49,2,147069.78125,1,True,False,120540.828125,True
5243,15662751,Piazza,655,Germany,Female,40,0,81954.6015625,1,True,True,198798.4375,True
1683,15662758,Watson,620,France,Male,41,0,97925.109375,1,True,False,85000.3203125,False
7002,15662854,Manna,681,Germany,Male,48,5,139714.40625,2,False,False,73066.71875,False
3555,15662865,Storey,658,Spain,Male,36,1,0.0,2,False,True,84927.421875,False
3841,15662884,Naylor,739,Germany,Male,58,1,110597.7578125,1,False,True,160122.65625,True
3092,15662901,Hu,656,France,Male,37,2,0.0,2,False,True,67840.8125,False
6688,15662908,Davidson,795,Germany,Male,38,7,125903.21875,2,True,True,127068.921875,False
1619,15662955,Nicholls,697,France,Male,27,8,141223.6875,2,True,False,90591.1484375,False
460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,True,True,186062.359375,False
8402,15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2,True,True,11779.98046875,True
3120,15663161,Chiu,680,Germany,Female,51,5,143139.875,1,False,False,47795.4296875,True
3960,15663164,Yudin,663,Germany,Male,49,7,116150.6484375,3,True,True,84358.7109375,True
5773,15663168,MacDonald,665,France,Male,35,8,110934.5390625,1,True,False,169287.984375,False
7248,15663194,Voronova,582,Germany,Female,40,3,110150.4296875,1,True,True,191757.65625,True
5626,15663234,Bishop,508,France,Female,60,7,143262.046875,1,True,True,129562.7421875,False
3182,15663249,Howells,575,Spain,Female,37,9,133292.453125,1,True,False,111175.09375,False
467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,True,True,18924.919921875,False
3770,15663263,Collins,698,France,Male,47,5,156265.3125,2,False,False,1055.6600341796875,False
5051,15663294,Kao,703,France,Male,32,1,125685.7890625,1,True,True,56246.71875,False
9143,15663312,Marino,494,France,Female,35,9,112727.0625,2,True,False,183752.90625,False
4098,15663386,Tuan,597,Spain,Female,26,7,0.0,2,True,False,110253.203125,False
5364,15663410,Piccio,771,Spain,Male,51,5,135506.578125,3,True,True,152479.640625,True
6365,15663421,Esposito,527,Spain,Male,28,6,128396.328125,2,True,False,79919.96875,False
1083,15663438,Andrejew,688,Spain,Male,36,0,89772.296875,1,True,False,177383.6875,True
1664,15663441,Golibe,700,Germany,Female,40,4,148571.0625,1,True,False,189826.953125,True
3618,15663446,Volkova,792,Germany,Female,29,4,107601.7890625,1,True,False,18922.1796875,True
533,15663478,Baldwin,729,France,Male,32,6,93694.421875,1,True,True,79919.1328125,False
1737,15663489,Onio,633,Germany,Female,29,0,138577.34375,1,True,False,193362.984375,False
4583,15663625,Johnson,501,France,Male,37,4,0.0,2,False,False,12470.2998046875,False
9107,15663650,Russell,698,Germany,Male,52,10,107304.390625,3,True,False,28806.3203125,True
82,15663706,Leonard,777,France,Female,32,2,0.0,1,True,False,136458.1875,True
8093,15663770,Doyle,802,France,Male,38,1,142557.109375,1,True,True,172497.734375,False
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.515625,2,True,True,188782.296875,False
5869,15663817,Y?an,713,France,Male,46,5,0.0,1,True,True,55701.62109375,False
2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,True,True,115227.0234375,False
1886,15663830,De Luca,563,Spain,Male,32,6,0.0,2,True,True,19720.080078125,False
5382,15663883,Hansen,850,Germany,Male,32,9,141827.328125,2,True,True,149458.734375,False
2589,15663885,Blinova,741,France,Male,32,5,0.0,1,True,True,64839.23046875,False
8064,15663888,Connor,549,Germany,Male,34,6,204017.40625,2,True,False,109538.3515625,False
5817,15663917,Adams,547,France,Male,43,1,92350.359375,1,False,True,80262.90625,False
1889,15663921,Pisani,429,France,Male,60,7,0.0,2,True,True,163691.484375,False
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.4609375,2,True,False,163440.796875,True
2984,15663939,Arnott,523,Germany,Male,35,8,138782.765625,1,True,True,186118.9375,False
7008,15663942,Hsiung,639,France,Female,38,5,0.0,2,False,False,93716.3828125,False
4118,15663964,Pagnotto,561,France,Male,37,5,0.0,2,True,False,83093.25,False
8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,True,False,164647.71875,True
4154,15664001,Riddle,695,Germany,Female,53,8,95231.90625,1,False,False,70140.796875,True
9846,15664035,Parsons,590,Spain,Female,38,9,0.0,2,True,True,148750.15625,False
7387,15664083,Ulyanova,666,Germany,Female,37,2,158468.765625,1,False,True,93266.0078125,False
2898,15664150,Holland,528,Germany,Female,29,9,170214.234375,2,True,False,49284.0,False
2329,15664204,Meany,706,Spain,Male,29,2,0.0,2,True,True,18255.509765625,False
4651,15664214,Hearn,670,France,Male,33,2,141204.65625,2,True,False,76257.4609375,False
3585,15664227,Threatt,506,Germany,Male,28,8,53053.76171875,1,False,True,24577.33984375,False
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.046875,4,True,False,188305.84375,True
8255,15664311,Yang,637,Germany,Male,28,3,123675.6875,1,True,True,166458.40625,False
6185,15664339,Yu,775,Spain,Male,48,4,178144.90625,2,False,False,50168.41015625,True
9136,15664432,Chao,727,Spain,Female,49,7,96296.78125,1,True,False,190457.875,True
4437,15664498,Golovanov,508,France,Male,26,7,205962.0,1,True,False,156424.40625,False
9523,15664504,Beede,418,France,Male,35,7,0.0,2,True,True,88878.1484375,False
6867,15664506,Goodwin,675,Spain,Male,32,8,197436.8125,1,True,True,52710.69921875,False
989,15664521,David,659,Spain,Male,31,7,149620.875,2,True,True,104533.5078125,False
1700,15664523,Colombo,696,Germany,Female,31,8,122021.921875,2,True,False,33828.640625,False
9617,15664539,Bruce,683,Spain,Male,35,9,61172.0390625,1,False,False,82951.1171875,False
2296,15664543,Shaw,699,France,Male,40,7,0.0,1,False,True,152876.125,True
9739,15664547,Black,760,France,Male,37,7,0.0,1,False,False,32863.23828125,True
4261,15664555,Hughes,587,France,Male,40,2,0.0,4,False,True,106174.703125,True
654,15664610,Campbell,459,Germany,Male,48,4,133994.515625,1,True,True,19287.060546875,True
7202,15664615,Nnachetam,689,Germany,Female,30,5,136650.890625,1,True,True,41865.71875,True
2312,15664639,McGregor,645,France,Male,19,9,128514.84375,1,False,False,175969.1875,False
3660,15664668,Zarate,534,France,Female,42,9,144801.96875,1,False,True,12483.3896484375,True
8298,15664681,Aitken,584,France,Female,35,2,114321.28125,2,False,False,15959.009765625,False
7428,15664720,Kovalyova,714,Spain,Male,33,8,122017.1875,1,False,False,162515.171875,False
3896,15664734,T'ao,673,Germany,Female,25,3,108244.8203125,2,True,True,103573.9609375,False
5209,15664737,Lei,779,Spain,Female,38,7,0.0,2,True,True,138542.875,False
6482,15664752,Jack,606,Germany,Male,39,8,136000.453125,2,True,False,31708.529296875,False
1877,15664754,Steele,640,Germany,Male,39,9,131607.28125,4,False,True,6981.43017578125,True
4127,15664759,Lamb,675,Spain,Male,32,10,0.0,2,True,False,191545.65625,False
1335,15664772,Greece,489,Germany,Male,28,1,79460.9765625,2,True,True,167973.625,False
7098,15664793,Scott,754,Spain,Female,50,7,146777.4375,2,False,True,150685.515625,False
3894,15664802,Chinweuba,543,France,Female,42,5,0.0,2,False,False,101905.34375,False
4260,15664808,Nicoll,790,Spain,Female,37,3,0.0,3,False,False,98897.3203125,False
7833,15664849,Colon,573,Spain,Male,46,3,65269.23046875,1,False,True,189988.65625,True
9616,15664860,Chao,692,Spain,Female,47,3,0.0,2,True,False,150802.40625,True
2130,15664881,Norton,702,France,Male,34,4,100054.7734375,1,True,False,109496.453125,False
4587,15664895,Onuchukwu,602,France,Female,25,0,0.0,2,True,True,101274.171875,False
5543,15664897,Bryant,682,France,Female,35,2,181166.4375,1,True,True,63737.19140625,True
3235,15664907,Alexander,527,France,Male,47,1,0.0,1,True,False,21312.16015625,True
4647,15665008,Sidorov,805,Germany,Female,26,8,42712.87109375,2,True,True,28861.689453125,False
7661,15665014,Middleton,458,Spain,Male,36,5,0.0,2,True,False,79723.78125,False
4828,15665053,Nixon,636,Spain,Male,52,4,111284.53125,1,False,True,32936.44140625,True
4000,15665062,Lucchese,696,France,Male,19,1,110928.5078125,1,True,True,2766.6298828125,False
9459,15665064,Harvey,523,France,Male,36,8,158351.015625,2,True,False,155304.53125,False
1319,15665077,Vogel,598,France,Female,43,5,0.0,3,True,True,100722.71875,True
7521,15665087,Bergamaschi,595,Germany,Female,26,8,118547.71875,1,True,True,151192.1875,False
4963,15665088,Gordon,531,France,Female,42,2,0.0,2,False,True,90537.46875,False
2796,15665110,Helena,515,France,Female,25,7,79543.59375,1,False,True,38772.8203125,False
7983,15665129,Kapustin,545,Germany,Male,33,1,132527.90625,2,False,True,107429.7109375,False
9627,15665158,Chukwuemeka,813,Spain,Male,27,1,137275.359375,1,False,True,115733.15625,False
8764,15665159,Brooks,727,France,Male,61,0,128213.9609375,2,True,True,188729.078125,True
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.703125,2,True,True,163558.359375,False
6632,15665177,Booth,613,France,Male,44,3,0.0,2,False,True,136491.71875,False
8023,15665180,Vasiliev,616,France,Female,31,3,136789.140625,1,True,False,59346.3984375,True
7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,False,True,23180.369140625,False
2614,15665221,Nwebube,630,France,Male,26,7,129837.71875,2,False,True,197001.15625,False
6072,15665222,Lettiere,625,Spain,Male,52,8,121161.5703125,1,True,False,48988.28125,False
693,15665238,Beneventi,745,Germany,Male,36,8,145071.234375,1,False,False,6078.4599609375,False
6876,15665283,Brookes,610,France,Female,57,7,72092.953125,4,False,True,113228.8203125,True
3687,15665327,Cattaneo,706,France,Male,18,2,176139.5,2,True,False,129654.21875,False
3516,15665340,Trevisano,584,Spain,Female,37,8,0.0,2,False,True,100835.1875,False
7649,15665374,Dumolo,610,Spain,Female,31,5,0.0,2,False,False,63736.359375,False
4342,15665376,Lavrentiev,647,Germany,Female,35,3,166518.625,2,True,False,147930.453125,False
8917,15665378,Shen,499,France,Female,46,6,0.0,2,True,False,73457.546875,False
7880,15665385,Gibney,657,France,Male,44,6,76495.0390625,1,True,False,79071.890625,False
3814,15665402,Panicucci,703,Spain,Male,73,5,137761.546875,1,True,True,159677.453125,False
3009,15665416,Ferri,779,France,Male,62,10,119096.546875,1,False,True,116977.890625,False
2359,15665438,Hs?,669,France,Male,43,1,163159.84375,1,False,True,15602.7998046875,False
4388,15665460,Isayeva,732,Spain,Female,67,1,0.0,2,True,True,177783.046875,False
9527,15665521,Chiazagomekpele,642,Germany,Male,18,5,111183.53125,2,False,True,10063.75,False
6862,15665524,Savage,605,Spain,Male,41,5,103154.65625,1,False,False,143203.78125,False
9183,15665579,Cartwright,597,France,Female,28,0,142705.953125,1,True,False,127233.390625,False
7640,15665590,Moore,541,France,Male,46,6,0.0,2,True,True,83456.671875,False
5960,15665629,Chiang,719,Spain,Female,33,7,0.0,2,True,False,20016.58984375,False
9383,15665634,Campbell,645,France,Female,38,7,59568.5703125,1,True,True,167723.25,False
563,15665678,Tan,607,Spain,Male,36,8,158261.6875,1,True,True,76744.71875,False
1617,15665695,Potter,594,France,Female,49,4,0.0,2,True,True,23631.55078125,False
8931,15665759,Russell,724,France,Female,69,5,117866.921875,1,True,True,62280.91015625,False
3238,15665760,Kazantsev,802,Spain,Male,38,7,0.0,2,False,True,57764.6484375,False
3384,15665766,T'ang,698,Germany,Male,39,9,133191.1875,2,False,True,53289.48828125,False
7891,15665783,Ts'ui,565,France,Male,49,7,0.0,2,True,True,89609.2578125,False
6694,15665784,She,637,France,Male,27,9,128940.2421875,1,True,False,46786.921875,False
112,15665790,Rowntree,538,Germany,Male,39,7,108055.1015625,2,True,False,27231.259765625,False
6103,15665802,Li Fonti,642,Spain,Female,36,6,0.0,2,True,True,97938.59375,False
6208,15665811,Parry,644,France,Male,33,9,141234.984375,1,True,False,95673.046875,False
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,False,False,176713.46875,False
4294,15665861,Avdeev,733,Spain,Male,44,3,106070.890625,1,False,True,101617.4296875,False
8621,15665879,Gordon,768,France,Female,40,8,0.0,2,False,True,69080.4609375,False
6815,15665943,Mai,445,France,Male,25,6,0.0,2,True,False,119425.9375,False
564,15665956,Pendergrass,509,France,Female,46,1,0.0,1,True,False,71244.59375,True
4972,15665963,Cattaneo,681,Spain,Male,30,2,128393.2890625,1,True,True,180593.453125,False
7364,15666012,Rippey,603,France,Male,40,4,102833.4609375,2,True,True,38829.109375,False
5484,15666032,Mancini,568,Spain,Male,28,1,127289.28125,1,False,False,45611.51171875,False
2030,15666043,Mackey,520,France,Male,33,4,156297.578125,2,True,True,166102.609375,False
1995,15666055,Rowe,705,France,Female,49,7,0.0,1,True,False,63405.19921875,True
9127,15666095,Costa,753,Spain,Male,51,4,79811.71875,2,False,True,68260.2734375,True
7577,15666096,Ibekwe,676,Spain,Male,27,4,0.0,1,False,True,107955.671875,False
3040,15666141,Baldwin,829,Spain,Female,26,8,101440.359375,2,True,True,19324.5,False
4352,15666163,Hayward,695,France,Male,43,1,100421.1015625,1,True,True,101141.28125,False
7273,15666166,Pettry,653,France,Female,74,0,121276.3203125,1,True,True,160348.3125,False
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.9765625,1,True,True,138191.8125,False
3816,15666181,Ramsden,650,France,Male,33,0,98064.96875,1,True,False,52411.98828125,False
8624,15666197,Boni,430,Germany,Female,38,8,153058.640625,1,True,False,99377.2734375,False
9425,15666200,Lombardo,689,France,Female,40,1,0.0,2,True,True,119446.640625,False
318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,True,True,28714.33984375,False
3682,15666270,Omeokachie,676,France,Female,40,2,147803.484375,1,True,False,95181.0625,True
9976,15666295,Smith,610,Germany,Male,50,1,113957.0078125,2,True,False,196526.546875,True
7659,15666297,Abramova,706,Spain,Female,53,3,0.0,3,False,False,88479.0234375,True
8665,15666332,Donaldson,690,Spain,Female,48,2,0.0,2,True,True,3149.10009765625,False
6162,15666430,Peck,579,France,Male,38,8,0.0,2,False,False,91763.671875,False
7869,15666453,Moore,611,Germany,Female,29,4,78885.8828125,2,True,True,26927.689453125,False
2496,15666548,Chung,466,Germany,Female,56,2,111920.1328125,3,True,False,197634.109375,True
6654,15666559,Gould,608,Germany,Male,23,8,197715.9375,2,True,True,116124.28125,False
828,15666633,Huang,758,Spain,Male,56,1,0.0,2,True,True,10643.3798828125,False
4331,15666652,Anayolisa,781,France,Female,19,3,0.0,2,True,True,124297.3203125,False
3117,15666675,Hsieh,753,France,Female,39,7,155062.796875,1,True,True,16460.76953125,False
6714,15666711,Ukaegbulam,586,France,Female,46,0,0.0,3,False,True,131553.8125,True
9599,15666767,Lori,508,France,Male,35,1,86893.28125,1,False,False,59374.8203125,False
2268,15666823,Nebechi,425,France,Male,39,4,0.0,2,True,False,197226.3125,False
5085,15666856,Chikwendu,774,France,Male,49,1,142767.390625,1,True,True,8214.41015625,False
3898,15666884,Su,508,Germany,Female,41,5,82161.703125,2,True,False,187776.484375,False
2009,15666916,Lira,639,France,Male,43,6,99610.921875,2,True,False,187296.78125,False
6462,15666975,Sparks,710,France,Female,36,4,116085.0625,1,True,False,58601.609375,False
8126,15666982,Spears,629,Germany,Female,38,9,123948.8515625,1,True,False,76053.0703125,False
6910,15667002,Knight,666,Spain,Male,43,5,0.0,2,True,False,29346.099609375,False
2745,15667046,Tseng,694,Spain,Male,38,7,121527.3984375,1,True,False,113481.0234375,False
4114,15667085,Meng,667,France,Male,33,4,0.0,2,True,True,131834.75,False
8702,15667093,Onio,673,France,Male,37,2,0.0,1,True,True,13624.01953125,False
1655,15667134,Cisneros,446,France,Male,32,8,0.0,2,False,False,133292.9375,False
2709,15667190,Yuan,630,Spain,Female,21,1,85818.1796875,1,True,True,133102.296875,False
663,15667215,Chandler,678,France,Male,31,2,0.0,2,True,True,58803.28125,False
8748,15667216,Chung,579,France,Female,29,10,73194.5234375,2,True,True,129209.09375,False
2977,15667265,Cavenagh,729,France,Male,39,4,121404.640625,1,True,True,159618.171875,False
5087,15667289,Henderson,719,Spain,Male,50,2,0.0,2,False,False,10772.1298828125,False
9254,15667321,Cocci,644,Spain,Male,49,10,0.0,2,True,True,145089.640625,False
6951,15667392,L?,652,Spain,Female,38,6,123081.84375,2,True,True,188657.96875,False
3215,15667417,Tao,572,France,Male,33,9,68193.71875,1,True,False,19998.310546875,False
9704,15667424,Forbes,682,Germany,Female,43,7,111094.046875,2,True,True,64679.30078125,False
9266,15667438,Ferguson,675,France,Female,38,1,104016.8828125,1,False,False,22068.830078125,True
7083,15667451,Taylor,733,France,Male,36,5,0.0,2,True,True,109127.5390625,False
8468,15667456,Ross,709,Spain,Male,62,3,0.0,2,True,True,82195.1484375,False
2449,15667458,L?,764,Germany,Male,28,10,124023.1796875,1,True,False,166188.28125,False
7642,15667460,Moore,797,France,Male,31,9,0.0,2,True,True,24748.890625,False
6219,15667462,Duncan,707,Spain,Male,43,10,0.0,2,True,False,118368.203125,False
4546,15667476,Cox,477,Germany,Female,36,3,117700.859375,1,False,False,74042.0,False
1032,15667521,Crawford,631,France,Female,22,3,0.0,2,False,False,30781.76953125,False
2164,15667554,Cameron,605,France,Male,35,6,0.0,2,True,True,45206.5703125,False
7628,15667588,Arcuri,670,Spain,Female,40,3,0.0,1,True,True,182650.15625,False
4134,15667602,Cheng,704,Spain,Male,33,3,0.0,2,True,False,73018.7421875,False
2278,15667620,Dreyer,732,France,Female,43,6,0.0,2,True,False,65731.53125,False
6665,15667632,Birdseye,703,France,Female,42,7,0.0,2,False,True,72500.6796875,False
7845,15667633,Allen,612,France,Female,38,1,0.0,2,True,True,9209.2099609375,False
1417,15667651,Young,585,Spain,Female,33,8,0.0,2,True,False,114182.0703125,False
3094,15667742,Vincent,627,Spain,Male,41,5,100880.7578125,1,False,True,134665.25,False
2879,15667751,Herrera,487,Spain,Female,36,1,140137.15625,1,True,False,194073.328125,False
378,15667871,Kerr,572,Spain,Male,35,4,152390.265625,1,True,False,128123.65625,False
3848,15667889,Akobundu,611,France,Female,37,6,0.0,2,True,False,110782.8828125,False
541,15667896,De Luca,833,France,Male,37,8,151226.1875,2,True,True,136129.484375,False
6671,15667932,Bellucci,758,Spain,Female,43,10,0.0,2,True,True,55313.44140625,False
7464,15667934,Moretti,512,France,Male,36,0,129804.171875,1,True,False,53020.8984375,False
2825,15667938,Hurst,628,France,Male,32,9,149136.3125,2,True,True,16402.109375,False
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.609375,1,False,True,159830.578125,False
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.9296875,2,True,True,102628.9765625,False
8859,15668009,Hendley,747,Spain,Male,37,1,0.0,2,False,True,180551.765625,False
939,15668032,Buchanan,577,France,Female,37,4,0.0,1,True,True,79881.390625,False
9634,15668057,K?,669,France,Female,31,6,113000.65625,1,True,False,40467.8203125,False
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.5390625,1,True,False,86678.4765625,False
2060,15668081,Capon,581,Spain,Female,50,4,0.0,2,True,True,80701.71875,False
5134,15668104,Kerr,479,Spain,Male,37,6,118433.9375,1,False,True,160060.90625,False
5120,15668142,Chang,700,France,Male,37,3,77608.4609375,2,True,True,175373.453125,False
6301,15668235,Cooke,614,France,Female,41,3,123475.0390625,1,True,True,179227.515625,False
4560,15668248,Quinn,528,Germany,Female,62,7,133201.171875,1,False,False,168507.6875,True
4842,15668270,Thompson,587,Germany,Female,44,5,125584.171875,2,True,True,41852.23828125,True
5387,15668283,Gardiner,642,France,Male,48,9,118317.2734375,4,False,False,78702.9765625,True
6288,15668289,McWilliams,690,Spain,Male,32,2,76087.9765625,1,False,True,151822.65625,False
9625,15668309,Maslow,350,France,Female,40,0,111098.8515625,1,True,True,172321.203125,True
5235,15668323,Mbadiwe,678,France,Female,41,1,143443.609375,1,True,False,196622.28125,True
2759,15668347,Ingram,624,France,Male,36,6,0.0,2,False,False,84635.640625,False
2980,15668385,Dellucci,642,France,Male,40,1,154863.15625,1,True,True,138052.515625,False
454,15668444,He,590,Spain,Female,44,3,139432.375,1,True,False,62222.80859375,False
1348,15668445,Mai,521,France,Male,37,2,0.0,2,True,True,86372.2421875,False
3395,15668460,Bellucci,466,France,Male,29,6,0.0,2,True,True,2797.27001953125,False
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.828125,2,False,False,79886.0625,False
3035,15668504,Lucchesi,770,France,Male,36,2,89800.140625,1,True,True,105922.6875,False
3288,15668521,Jamieson,693,France,Male,37,1,0.0,2,True,True,82867.546875,False
2901,15668575,Hao,626,Spain,Female,26,8,148610.40625,3,False,True,104502.0234375,True
4180,15668580,Todd,716,Spain,Male,33,2,0.0,2,True,True,92916.53125,False
8540,15668594,Diggs,620,Germany,Female,25,1,137712.015625,1,True,True,76197.046875,False
6485,15668629,Saunders,719,Spain,Male,44,2,0.0,2,True,False,196582.1875,False
2085,15668669,Benson,423,France,Female,36,5,97665.609375,1,True,False,118372.546875,True
7039,15668679,Ozerova,630,France,Male,31,0,0.0,2,True,True,34475.140625,False
3973,15668695,Endrizzi,536,France,Female,22,5,89492.6171875,1,False,False,42934.4296875,False
797,15668747,Virgo,702,France,Female,46,9,98444.1875,1,False,True,109563.28125,False
6638,15668767,Kenenna,850,France,Male,36,3,0.0,2,True,False,195033.0625,False
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1015625,1,True,False,102460.84375,True
8081,15668775,Pendred,757,France,Male,47,3,130747.1015625,1,True,False,143829.546875,False
2598,15668818,Chidubem,592,Spain,Female,40,2,200322.453125,1,True,True,113244.7265625,False
7101,15668830,Wan,650,Spain,Male,24,8,108881.7265625,1,True,False,104492.828125,False
5395,15668853,Menhennitt,637,Spain,Female,44,0,157622.578125,1,True,True,120454.203125,False
680,15668886,Blakey,684,Spain,Female,38,3,0.0,2,True,False,44255.6484375,False
7458,15668889,Galgano,665,Germany,Female,43,2,116322.2734375,4,True,False,35640.12109375,True
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,True,True,33949.671875,False
